	subject	virus tax id	taxonomy	name	seq_size	genome	order	family	genus	genome_type	genome_composition	species	virus	baltimore	segment_n	seq_n	genome_size	complete_genome
14013	NC_040743	2212644.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Tospoviridae; Orthotospovirus; Alstroemeria yellow spot orthotospovirus	Alstroemeria yellow spot virus isolate Als-2000 segment M, complete sequence	4797	Riboviria	Bunyavirales	Tospoviridae	undefined	1.0	ssRNA	Alstroemeria yellow spot orthotospovirus	Alstroemeria yellow spot virus	ssRNA(-)	3.0	4.0	19165.0	0.0
13983	NC_040736	2066695.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA3, complete sequence	2785	Riboviria	undefined	Chrysoviridae	Betachrysovirus	1.0	dsRNA	Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1	dsRNA	5.0	5.0	12897.0	0.0
13984	NC_040737	2066695.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA5, complete sequence	836	Riboviria	undefined	Chrysoviridae	Betachrysovirus	1.0	dsRNA	Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1	dsRNA	5.0	5.0	12897.0	0.0
13985	NC_040738	2066695.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA1, complete sequence	3647	Riboviria	undefined	Chrysoviridae	Betachrysovirus	1.0	dsRNA	Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1	dsRNA	5.0	5.0	12897.0	0.0
13986	NC_040739	2066695.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA2, complete sequence	2857	Riboviria	undefined	Chrysoviridae	Betachrysovirus	1.0	dsRNA	Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1	dsRNA	5.0	5.0	12897.0	0.0
13987	NC_040740	2066695.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA4, complete sequence	2772	Riboviria	undefined	Chrysoviridae	Betachrysovirus	1.0	dsRNA	Alternaria alternata chrysovirus	Alternaria alternata chrysovirus 1	dsRNA	5.0	5.0	12897.0	0.0
7191	NC_010989	483537.0	Viruses; Riboviria; dsRNA viruses; unclassified dsRNA viruses	Alternaria alternata dsRNA mycovirus segment M1, complete sequence	2794	Riboviria	undefined	undefined	dsRNAviruses	1.0	dsRNA	Alternaria alternata virus 1	Alternaria alternata virus 1	dsRNA	4.0	4.0	10357.0	0.0
7192	NC_010990	483537.0	Viruses; Riboviria; dsRNA viruses; unclassified dsRNA viruses	Alternaria alternata dsRNA mycovirus segment M2, complete sequence	2576	Riboviria	undefined	undefined	dsRNAviruses	1.0	dsRNA	Alternaria alternata virus 1	Alternaria alternata virus 1	dsRNA	4.0	4.0	10357.0	0.0
7193	NC_010991	483537.0	Viruses; Riboviria; dsRNA viruses; unclassified dsRNA viruses	Alternaria alternata dsRNA mycovirus segment S, complete sequence	1420	Riboviria	undefined	undefined	dsRNAviruses	1.0	dsRNA	Alternaria alternata virus 1	Alternaria alternata virus 1	dsRNA	4.0	4.0	10357.0	0.0
8042	NC_010984	483537.0	Viruses; Riboviria; dsRNA viruses; unclassified dsRNA viruses	Alternaria alternata dsRNA mycovirus segment L, complete sequence	3567	Riboviria	undefined	undefined	dsRNAviruses	1.0	dsRNA	Alternaria alternata virus 1	Alternaria alternata virus 1	dsRNA	4.0	4.0	10357.0	0.0
6921	NC_009944	284687.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus	Amasya cherry disease associated chrysovirus segment 4, complete sequence	2498	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Amasya cherry disease associated chrysovirus	Amasya cherry disease associated chrysovirus	dsRNA	4.0	4.0	11858.0	0.0
6922	NC_009945	284687.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus	Amasya cherry disease associated chrysovirus segment 3, complete sequence	2833	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Amasya cherry disease associated chrysovirus	Amasya cherry disease associated chrysovirus	dsRNA	4.0	4.0	11858.0	0.0
7586	NC_009947	284687.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus	Amasya cherry disease associated chrysovirus segment 1, complete sequence	3399	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Amasya cherry disease associated chrysovirus	Amasya cherry disease associated chrysovirus	dsRNA	4.0	4.0	11858.0	0.0
9729	NC_009946	284687.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus	Amasya cherry disease associated chrysovirus segment 2, complete sequence	3128	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Amasya cherry disease associated chrysovirus	Amasya cherry disease associated chrysovirus	dsRNA	4.0	4.0	11858.0	0.0
9323	NC_006440	284689.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae; Alphapartitivirus; Cherry chlorotic rusty spot associated partitivirus	Amasya cherry disease-associated mycovirus, complete genome	1839	Riboviria	undefined	Partitiviridae	Alphapartitivirus	1.0	dsRNA	Cherry chlorotic rusty spot associated partitivirus	Amasya cherry disease-associated mycovirus	dsRNA	2.0	2.0	3841.0	0.0
9638	NC_006441	284689.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae; Alphapartitivirus; Cherry chlorotic rusty spot associated partitivirus	Amasya cherry disease-associated mycovirus, complete genome	2002	Riboviria	undefined	Partitiviridae	Alphapartitivirus	1.0	dsRNA	Cherry chlorotic rusty spot associated partitivirus	Amasya cherry disease-associated mycovirus	dsRNA	2.0	2.0	3841.0	0.0
3199	NC_018403	1195163.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Anulavirus	Amazon lily mild mottle virus 2a gene for replication protein 2a, complete cds, strain: Japan	2507	Riboviria	undefined	Bromoviridae	Anulavirus	1.0	ssRNA	Amazon lily mild mottle virus	Amazon lily mild mottle virus	ssRNA(+)	3.0	3.0	8206.0	0.0
3200	NC_018404	1195163.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Anulavirus	Amazon lily mild mottle virus 3a, 3b genes for movement protein, coat protein, complete cds, strain: Japan	2530	Riboviria	undefined	Bromoviridae	Anulavirus	1.0	ssRNA	Amazon lily mild mottle virus	Amazon lily mild mottle virus	ssRNA(+)	3.0	3.0	8206.0	0.0
3201	NC_018402	1195163.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Anulavirus	Amazon lily mild mottle virus 1a gene for replication protein 1a, complete cds, strain: Japan	3169	Riboviria	undefined	Bromoviridae	Anulavirus	1.0	ssRNA	Amazon lily mild mottle virus	Amazon lily mild mottle virus	ssRNA(+)	3.0	3.0	8206.0	0.0
3123	NC_033835	1926500.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Ambe phlebovirus	Ambe virus strain BeAr407981 segment M, complete sequence	4366	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Ambe phlebovirus	Ambe virus	ssRNA(-)	3.0	3.0	12639.0	0.0
3124	NC_033844	1926500.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Ambe phlebovirus	Ambe virus strain BeAr407981 segment L, complete sequence	6410	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Ambe phlebovirus	Ambe virus	ssRNA(-)	3.0	3.0	12639.0	0.0
3125	NC_033845	1926500.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Ambe phlebovirus	Ambe virus strain BeAr407981 segment S, complete sequence	1863	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Ambe phlebovirus	Ambe virus	ssRNA(-)	3.0	3.0	12639.0	0.0
473	NC_010591	465447.0	Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Aquareovirus;Aquareovirus G;American grass carp reovirus	American grass carp reovirus segment 8, complete sequence	1322	Riboviria	undefined	undefined	Aquareovirus G	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
7468	NC_010591	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 8, complete sequence	1305	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
7691	NC_010590	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 7, complete sequence	1356	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8852	NC_010584	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 1, complete sequence	3949	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8853	NC_010587	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 4, complete sequence	2293	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8854	NC_010588	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 5, complete sequence	2237	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8855	NC_010592	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 9, complete sequence	1125	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8856	NC_010593	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 10, complete sequence	912	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
9414	NC_010594	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 11, complete sequence	772	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
9415	NC_010585	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 2, complete sequence	3876	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
9751	NC_010586	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 3, complete sequence	3709	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
9752	NC_010589	465447.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Spinareovirinae; Aquareovirus; Aquareovirus G	American grass carp reovirus segment 6, complete sequence	2042	Riboviria	undefined	Reoviridae	Aquareovirus	1.0	dsRNA	Aquareovirus G	American grass carp reovirus	dsRNA	11.0	12.0	24898.0	0.0
8452	NC_003451	134632.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Ilarvirus	American plum line pattern virus RNA1, complete genome	3373	Riboviria	undefined	Bromoviridae	Ilarvirus	1.0	ssRNA	American plum line pattern virus	American plum line pattern virus	ssRNA(+)	3.0	3.0	7830.0	0.0
8467	NC_003452	134632.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Ilarvirus	American plum line pattern virus RNA2, complete genome	2404	Riboviria	undefined	Bromoviridae	Ilarvirus	1.0	ssRNA	American plum line pattern virus	American plum line pattern virus	ssRNA(+)	3.0	3.0	7830.0	0.0
8468	NC_003453	134632.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Ilarvirus	American plum line pattern virus RNA3, complete genome	2053	Riboviria	undefined	Bromoviridae	Ilarvirus	1.0	ssRNA	American plum line pattern virus	American plum line pattern virus	ssRNA(+)	3.0	3.0	7830.0	0.0
11308	NC_038744	12259.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Comovirinae; Comovirus	Andean potato mottle virus polyprotein encoding small and large coat proteins and potential movement protein mRNA, complete cds	3671	Riboviria	Picornavirales	Secoviridae	Comovirus	1.0	ssRNA	Andean potato mottle virus	Andean potato mottle virus	ssRNA(+)	1.0	1.0	3671.0	0.0
6893	NC_003466	1980456.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	Andes virus segment S, complete sequence	1871	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Andes orthohantavirus	Andes orthohantavirus	ssRNA(-)	3.0	3.0	12104.0	0.0
8672	NC_003468	1980456.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	Andes virus segment L, complete genome	6562	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Andes orthohantavirus	Andes orthohantavirus	ssRNA(-)	3.0	3.0	12104.0	0.0
10844	NC_003467	1980456.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	Andes virus segment M, complete genome	3671	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Andes orthohantavirus	Andes orthohantavirus	ssRNA(-)	3.0	3.0	12104.0	0.0
1816	NC_033837	904722.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Anhanga virus	Anhanga virus strain BeAn46852 segment S, complete sequence	1649	Riboviria	undefined	undefined	unclassified Phlebovirus	1.0	ssRNA	Anhanga phlebovirus	Anhanga virus	ssRNA(-)	3.0	4.0	14217.0	0.0
3136	NC_033836	904722.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Anhanga phlebovirus	Anhanga virus strain BeAn46852 segment L, complete sequence	6402	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Anhanga phlebovirus	Anhanga virus	ssRNA(-)	3.0	4.0	14217.0	0.0
3137	NC_033846	904722.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Anhanga phlebovirus	Anhanga virus strain BeAn46852 segment M, complete sequence	4538	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Anhanga phlebovirus	Anhanga virus	ssRNA(-)	3.0	4.0	14217.0	0.0
3138	NC_033837	904722.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Anhanga phlebovirus	Anhanga virus strain BeAn46852 segment S, complete sequence	1628	Riboviria	Bunyavirales	Phenuiviridae	Phlebovirus	1.0	ssRNA	Anhanga phlebovirus	Anhanga virus	ssRNA(-)	3.0	4.0	14217.0	0.0
13290	NC_043564	273355.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Anhembi orthobunyavirus	Anhembi virus strain SPAr2984 RNA-dependent RNA polymerase gene, complete cds	6979	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Anhembi orthobunyavirus	Anhembi virus	ssRNA(-)	3.0	3.0	12611.0	0.0
13291	NC_043565	273355.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Anhembi orthobunyavirus	Anhembi virus strain SPAr2984 polyprotein gene, complete cds	4598	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Anhembi orthobunyavirus	Anhembi virus	ssRNA(-)	3.0	3.0	12611.0	0.0
13292	NC_043566	273355.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Anhembi orthobunyavirus	Anhembi virus strain SPAr2984 nucleocapsid protein gene, complete cds	1034	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Anhembi orthobunyavirus	Anhembi virus	ssRNA(-)	3.0	3.0	12611.0	0.0
4982	NC_034556	1424613.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Thailand orthohantavirus	Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 RNA-dependent RNA polymerase gene, complete cds	6508	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Thailand orthohantavirus	Anjozorobe virus	ssRNA(-)	3.0	3.0	11910.0	0.0
4983	NC_034563	1424613.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Thailand orthohantavirus	Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 glycoprotein precursor, gene, complete cds	3586	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Thailand orthohantavirus	Anjozorobe virus	ssRNA(-)	3.0	3.0	11910.0	0.0
4984	NC_034555	1424613.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Thailand orthohantavirus	Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 nucleocapsid protein (N) gene, complete cds	1816	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Thailand orthohantavirus	Anjozorobe virus	ssRNA(-)	3.0	3.0	11910.0	0.0
11285	NC_038721	35308.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Anopheles B orthobunyavirus	Anopheles B virus nucleocapsid protein gene, complete cds	991	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Anopheles B orthobunyavirus	Anopheles B virus	ssRNA(-)	1.0	1.0	991.0	0.0
13167	NC_043676	664255.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus; Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus strain PHA segment dsRNA1, complete sequence	3550	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus	dsRNA	3.0	3.0	10242.0	0.0
13168	NC_043677	664255.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus; Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus strain PHA segment dsRNA2, complete sequence	3448	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus	dsRNA	3.0	3.0	10242.0	0.0
13169	NC_043678	664255.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus; Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus strain PHA segment dsRNA3, complete sequence	3244	Riboviria	undefined	Chrysoviridae	Alphachrysovirus	1.0	dsRNA	Anthurium mosaic-associated chrysovirus	Anthurium mosaic-associated virus	dsRNA	3.0	3.0	10242.0	0.0
